active,certifications,created_date,date_of_hire,email,employee_id,first_name,full_name,group,last_name,personnel_id,phone_mobile,phone_work,role,shift,station,unit,updated_date,user_id,username
True,"[""EMT"", ""HAZMAT""]",2025-09-15 10:46:13,2021-01-20,spena@firedepartment.org,FD6385,Sandra,Sandra Pena,PREVENTION,Pena,FP-39cbe9f1-cb5e-4aa4-a9a9-c13065c30799,(425) 579-1520,(206) 945-4804,FIREFIGHTER,A,STATION_12,MEDIC 012,2025-09-15 10:46:13,spena,spena
True,"[""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2009-03-28,bwatts@firedepartment.org,FD3636,Brian,Brian Watts,TRAINING,Watts,FP-23178a03-663e-4886-9137-f1f68cb3ed6f,(425) 695-9900,(206) 445-8393,PARAMEDIC,B,STATION_24,ENGINE 024,2025-09-15 10:46:13,bwatts,bwatts
True,"[""EMT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2023-12-18,kweaver@firedepartment.org,FD7070,Kendra,Kendra Weaver,OPERATIONS,Weaver,FP-7b0c66c1-61de-434b-bd55-ef46883c2d49,(206) 581-2237,(206) 347-1640,BATTALION_CHIEF,C,STATION_20,AID 020,2025-09-15 10:46:13,kweaver,kweaver
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2020-09-12,rvaldez@firedepartment.org,FD7206,Rebecca,Rebecca Valdez,OPERATIONS,Valdez,FP-f87db934-6203-49cd-9acf-bbc447d06c23,(360) 260-3657,(206) 226-8963,PARAMEDIC,B,STATION_01,ENGINE 001,2025-09-15 10:46:13,rvaldez,rvaldez
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2002-04-23,dmarshall@firedepartment.org,FD2372,Denise,Denise Marshall,TRAINING,Marshall,FP-06152ae1-a8e4-42a6-b8d0-b6a50cdc1ca9,(206) 546-7586,(360) 268-1990,PARAMEDIC,C,STATION_16,AID 016,2025-09-15 10:46:13,dmarshall,dmarshall
True,"[""EMT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2006-11-25,mjohnson@firedepartment.org,FD8574,Megan,Megan Johnson,ADMIN,Johnson,FP-8d7e6b4d-ea29-4983-a846-9f3a9c8e6219,(206) 527-1486,(206) 598-6850,FIREFIGHTER,B,STATION_35,ENGINE 035,2025-09-15 10:46:13,mjohnson,mjohnson
True,"[""FIRE_INVESTIGATOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2015-05-26,jsaunders@firedepartment.org,FD3320,Joseph,Joseph Saunders,PREVENTION,Saunders,FP-ffa0e3af-d136-40c8-b263-176a9fcb6937,(206) 239-6089,(206) 897-8903,BATTALION_CHIEF,C,STATION_20,AID 020,2025-09-15 10:46:13,jsaunders,jsaunders
True,"[""EMT""]",2025-09-15 10:46:13,2013-05-04,cclark@firedepartment.org,FD9571,Carol,Carol Clark,PREVENTION,Clark,FP-1b5d867a-52ff-44c0-9744-be136bf216e8,(206) 987-9505,(360) 395-8632,BATTALION_CHIEF,B,STATION_12,AID 012,2025-09-15 10:46:13,cclark,cclark
True,"[""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2001-10-25,scollins@firedepartment.org,FD8747,Stacie,Stacie Collins,PREVENTION,Collins,FP-9018d764-8626-4b9f-8f2c-d7bc850fb53c,(206) 861-2788,(206) 243-7759,BATTALION_CHIEF,A,STATION_02,LADDER 002,2025-09-15 10:46:13,scollins,scollins
True,"[""FIRE_INSTRUCTOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2006-05-19,mbooker@firedepartment.org,FD7784,Michael,Michael Booker,ADMIN,Booker,FP-ea2de67c-4bf3-4d2a-bdc9-e2f322598708,(425) 213-1759,(206) 233-5035,PARAMEDIC,B,STATION_09,AID 009,2025-09-15 10:46:13,mbooker,mbooker
True,"[""EMT"", ""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2008-10-22,rjackson@firedepartment.org,FD1141,Rachel,Rachel Jackson,ADMIN,Jackson,FP-9bcea1ec-c47a-4bdf-8705-b562e0b0af49,(206) 416-5810,(425) 954-2814,PARAMEDIC,A,STATION_04,ENGINE 004,2025-09-15 10:46:13,rjackson,rjackson
True,"[""EMT"", ""HAZMAT""]",2025-09-15 10:46:13,2011-07-21,wnelson@firedepartment.org,FD5607,William,William Nelson,TRAINING,Nelson,FP-016ece0b-9306-40fd-aa42-a6312f8028fa,(206) 919-5183,(425) 789-9621,FIREFIGHTER,A,STATION_21,MEDIC 021,2025-09-15 10:46:13,wnelson,wnelson
True,"[""EMT"", ""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2008-03-05,jhorne@firedepartment.org,FD5054,Julie,Julie Horne,OPERATIONS,Horne,FP-858fe309-be5b-434b-8bcc-c70cf241b04b,(360) 759-4054,(360) 502-1845,CAPTAIN,C,STATION_03,AID 003,2025-09-15 10:46:13,jhorne,jhorne
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2021-11-07,jmercado@firedepartment.org,FD5465,Jeffrey,Jeffrey Mercado,PREVENTION,Mercado,FP-b859308b-674b-48ee-b0d3-e3b1179aac66,(206) 252-2100,(564) 507-8846,BATTALION_CHIEF,C,STATION_16,ENGINE 016,2025-09-15 10:46:13,jmercado,jmercado
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2020-07-13,mcortez@firedepartment.org,FD4468,Mckenzie,Mckenzie Cortez,TRAINING,Cortez,FP-1095e50e-13f3-44b4-88ac-b31f50b18729,(360) 309-3538,(425) 233-1771,PARAMEDIC,A,STATION_03,AID 003,2025-09-15 10:46:13,mcortez,mcortez
True,"[""EMT"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2008-05-25,ccervantes@firedepartment.org,FD4487,Christina,Christina Cervantes,PREVENTION,Cervantes,FP-374adbfb-e25e-4bbe-8633-57966ce0df3c,(206) 775-5572,(206) 374-1156,FIREFIGHTER,B,STATION_20,MEDIC 020,2025-09-15 10:46:13,ccervantes,ccervantes
True,"[""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2024-05-31,snunez@firedepartment.org,FD2708,Samuel,Samuel Nunez,PREVENTION,Nunez,FP-148473f3-fc6c-4070-9248-a73268018384,(425) 969-3002,(360) 279-4424,FIREFIGHTER,B,STATION_19,AID 019,2025-09-15 10:46:13,snunez,snunez
True,"[""EMT""]",2025-09-15 10:46:13,2013-07-04,dbrown@firedepartment.org,FD5825,Daniel,Daniel Brown,ADMIN,Brown,FP-deb807a4-b7c9-48e7-b916-238dcae68483,(206) 276-5479,(425) 237-8816,CAPTAIN,A,STATION_02,LADDER 002,2025-09-15 10:46:13,dbrown,dbrown
True,"[""FIRE_INSTRUCTOR"", ""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2019-03-13,krichardson@firedepartment.org,FD5806,Kristine,Kristine Richardson,ADMIN,Richardson,FP-d6a59025-efdc-4dc8-a117-616c50971e47,(206) 345-9804,(206) 553-5097,LIEUTENANT,A,STATION_25,ENGINE 025,2025-09-15 10:46:13,krichardson,krichardson
True,"[""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2016-03-26,dmiller@firedepartment.org,FD1569,Daniel,Daniel Miller,PREVENTION,Miller,FP-1e40a1ca-912e-468b-b9ba-d53404e7fa5e,(206) 300-5208,(206) 722-6669,FIREFIGHTER,B,STATION_14,AID 014,2025-09-15 10:46:13,dmiller,dmiller
True,"[""HAZMAT""]",2025-09-15 10:46:13,2021-08-11,tcooper@firedepartment.org,FD3811,Tara,Tara Cooper,TRAINING,Cooper,FP-f1aa764a-e2ba-45f8-b853-a5a49114cc57,(206) 654-4079,(206) 987-7619,LIEUTENANT,B,STATION_30,ENGINE 030,2025-09-15 10:46:13,tcooper,tcooper
True,"[""EMT"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2006-01-30,jwalker@firedepartment.org,FD5994,Jennifer,Jennifer Walker,OPERATIONS,Walker,FP-ac9437a9-d242-4f5a-ba9b-0b6ac7ab7188,(425) 953-7766,(425) 896-9587,BATTALION_CHIEF,B,STATION_18,MEDIC 018,2025-09-15 10:46:13,jwalker,jwalker
True,"[""FIRE_INSTRUCTOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2006-04-20,aharris@firedepartment.org,FD4218,Austin,Austin Harris,PREVENTION,Harris,FP-fdc21f2a-459e-41ba-9b6e-caed5eee956b,(206) 576-9481,(206) 745-1918,LIEUTENANT,C,STATION_20,MEDIC 020,2025-09-15 10:46:13,aharris,aharris
True,"[""EMT"", ""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2018-08-14,jsmith@firedepartment.org,FD5138,John,John Smith,ADMIN,Smith,FP-c31bd27c-c319-48c9-833c-4b1553274953,(360) 996-6198,(206) 285-7048,LIEUTENANT,A,STATION_21,MEDIC 021,2025-09-15 10:46:13,jsmith,jsmith
True,"[""EMT""]",2025-09-15 10:46:13,2001-02-06,jgarcia@firedepartment.org,FD2452,John,John Garcia,TRAINING,Garcia,FP-1ecce04c-2bf5-4698-b3ad-1eced913d926,(206) 320-6137,(425) 540-3533,PARAMEDIC,B,STATION_21,MEDIC 021,2025-09-15 10:46:13,jgarcia,jgarcia
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT""]",2025-09-15 10:46:13,2023-06-14,bhoward@firedepartment.org,FD4926,Brent,Brent Howard,TRAINING,Howard,FP-a5d9a027-ee56-4ce4-8f89-4e80c138357c,(206) 986-2259,(360) 405-9180,CAPTAIN,C,STATION_11,AID 011,2025-09-15 10:46:13,bhoward,bhoward
True,"[""EMT"", ""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2007-05-26,hbradley@firedepartment.org,FD4744,Hector,Hector Bradley,PREVENTION,Bradley,FP-6d9c69fe-3124-4291-a1f3-767d4f93d26d,(564) 354-3030,(206) 566-6006,BATTALION_CHIEF,C,STATION_09,ENGINE 009,2025-09-15 10:46:13,hbradley,hbradley
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2006-08-19,kperkins@firedepartment.org,FD6976,Kara,Kara Perkins,ADMIN,Perkins,FP-55499e00-198c-4b65-8a06-b3c73c00d8c3,(206) 540-5460,(425) 918-9636,BATTALION_CHIEF,C,STATION_37,AID 037,2025-09-15 10:46:13,kperkins,kperkins
True,"[""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2006-01-09,jsmith@firedepartment.org,FD5964,John,John Smith,ADMIN,Smith,FP-630c734b-9cea-43ac-8f56-ce237cc508d9,(360) 886-1249,(206) 754-7773,PARAMEDIC,A,STATION_02,AID 002,2025-09-15 10:46:13,jsmith,jsmith
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2017-02-01,korr@firedepartment.org,FD1506,Karen,Karen Orr,PREVENTION,Orr,FP-360bdf79-0671-4fb2-b77f-2e5c57026e6d,(206) 642-3688,(425) 255-7436,FIREFIGHTER,B,STATION_10,AID 010,2025-09-15 10:46:13,korr,korr
True,"[""HAZMAT""]",2025-09-15 10:46:13,2023-10-14,wshelton@firedepartment.org,FD8845,William,William Shelton,ADMIN,Shelton,FP-c5332950-01a2-4531-980f-981829d735d9,(206) 830-3123,(206) 985-6670,FIREFIGHTER,B,STATION_20,MEDIC 020,2025-09-15 10:46:13,wshelton,wshelton
True,"[""FIRE_INVESTIGATOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2005-09-14,spotter@firedepartment.org,FD8735,Stephanie,Stephanie Potter,OPERATIONS,Potter,FP-654efc2f-54d6-408e-87c2-d39dc50fa4d3,(206) 373-1879,(206) 248-9315,LIEUTENANT,A,STATION_29,LADDER 029,2025-09-15 10:46:13,spotter,spotter
True,"[""EMT"", ""HAZMAT""]",2025-09-15 10:46:13,2019-12-28,kobrien@firedepartment.org,FD1611,Kerri,Kerri Obrien,PREVENTION,Obrien,FP-01b64711-e14b-4080-ae55-7fbe185d1e80,(425) 496-5538,(425) 695-9358,BATTALION_CHIEF,A,STATION_05,ENGINE 005,2025-09-15 10:46:13,kobrien,kobrien
True,"[""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2010-10-18,tgarcia@firedepartment.org,FD5460,Toni,Toni Garcia,ADMIN,Garcia,FP-3b537dff-226b-42b6-b458-f00318cb7ba0,(206) 990-4602,(425) 271-8500,PARAMEDIC,B,STATION_36,MEDIC 036,2025-09-15 10:46:13,tgarcia,tgarcia
True,"[""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2013-12-20,cibarra@firedepartment.org,FD3326,Charles,Charles Ibarra,OPERATIONS,Ibarra,FP-736851d0-f4e0-48ef-adb2-59da82c212d0,(206) 982-4695,(206) 312-4631,LIEUTENANT,A,STATION_32,AID 032,2025-09-15 10:46:13,cibarra,cibarra
True,"[""EMT"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2001-09-17,jlopez@firedepartment.org,FD4007,Julie,Julie Lopez,TRAINING,Lopez,FP-9eb6470c-b256-4110-a0ab-d2744f5b0a6f,(425) 746-2284,(206) 966-1829,LIEUTENANT,C,STATION_27,LADDER 027,2025-09-15 10:46:13,jlopez,jlopez
True,"[""HAZMAT""]",2025-09-15 10:46:13,2015-08-08,agoodwin@firedepartment.org,FD8322,Anthony,Anthony Goodwin,TRAINING,Goodwin,FP-231bf4fb-ef07-4dba-b829-1ea7939b6019,(206) 991-6227,(206) 628-2901,BATTALION_CHIEF,B,STATION_03,LADDER 003,2025-09-15 10:46:13,agoodwin,agoodwin
True,"[""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2005-04-14,swhite@firedepartment.org,FD7393,Sydney,Sydney White,OPERATIONS,White,FP-b9849090-e37a-49bf-97b4-12becfb3c61e,(206) 464-3062,(206) 733-8885,CAPTAIN,A,STATION_08,AID 008,2025-09-15 10:46:13,swhite,swhite
True,"[""EMT"", ""FIRE_INVESTIGATOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2024-05-17,lgonzalez@firedepartment.org,FD7473,Laura,Laura Gonzalez,TRAINING,Gonzalez,FP-7b3cd467-c4cc-460b-ba31-afdd50dae2da,(425) 335-5329,(360) 520-2345,PARAMEDIC,C,STATION_29,LADDER 029,2025-09-15 10:46:13,lgonzalez,lgonzalez
True,"[""HAZMAT""]",2025-09-15 10:46:13,2010-12-18,lnicholson@firedepartment.org,FD7110,Lee,Lee Nicholson,OPERATIONS,Nicholson,FP-66333017-5d84-4380-ac48-4d091485666a,(425) 526-9106,(360) 512-8517,BATTALION_CHIEF,A,STATION_31,ENGINE 031,2025-09-15 10:46:13,lnicholson,lnicholson
True,"[""HAZMAT""]",2025-09-15 10:46:13,2020-12-18,pibarra@firedepartment.org,FD6163,Peter,Peter Ibarra,PREVENTION,Ibarra,FP-3bd6b58d-c07a-4660-bc7b-267c5ba9252d,(206) 808-2534,(425) 879-9919,FIREFIGHTER,A,STATION_21,MEDIC 021,2025-09-15 10:46:13,pibarra,pibarra
True,"[""EMT"", ""HAZMAT""]",2025-09-15 10:46:13,2005-08-08,emiddleton@firedepartment.org,FD3078,Emma,Emma Middleton,ADMIN,Middleton,FP-7982d8ba-cc3c-4559-8e3c-a51f19f42410,(206) 277-8114,(360) 696-8118,FIREFIGHTER,C,STATION_21,ENGINE 021,2025-09-15 10:46:13,emiddleton,emiddleton
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2004-06-09,mjohnson@firedepartment.org,FD6870,Matthew,Matthew Johnson,TRAINING,Johnson,FP-06c418ad-c4c2-456d-82a7-fdb589750462,(206) 293-2329,(206) 731-7654,CAPTAIN,C,STATION_18,AID 018,2025-09-15 10:46:13,mjohnson,mjohnson
True,"[""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2018-05-20,pjacobson@firedepartment.org,FD2492,Peter,Peter Jacobson,PREVENTION,Jacobson,FP-88b9eac3-ceaa-435f-8b4f-c50a8b218e63,(206) 805-9903,(206) 968-5563,FIREFIGHTER,B,STATION_18,MEDIC 018,2025-09-15 10:46:13,pjacobson,pjacobson
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT""]",2025-09-15 10:46:13,2005-01-25,rwong@firedepartment.org,FD5310,Rebecca,Rebecca Wong,OPERATIONS,Wong,FP-e21d2315-12d3-4678-9e2f-e1e37a208b00,(360) 620-7409,(206) 742-6522,PARAMEDIC,C,STATION_24,MEDIC 024,2025-09-15 10:46:13,rwong,rwong
True,"[""EMT"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2006-05-04,cwilliams@firedepartment.org,FD2298,Charles,Charles Williams,TRAINING,Williams,FP-a185a2bf-6b5c-43f4-b4a3-289387cabb39,(360) 389-3236,(206) 775-4328,LIEUTENANT,A,STATION_12,MEDIC 012,2025-09-15 10:46:13,cwilliams,cwilliams
True,"[""EMT"", ""TECH_REScue""]",2025-09-15 10:46:13,2020-09-17,dlopez@firedepartment.org,FD7545,Dennis,Dennis Lopez,PREVENTION,Lopez,FP-64d26ec5-97f7-41e9-87af-151fe1c1911a,(360) 554-4859,(206) 360-1269,LIEUTENANT,B,STATION_21,ENGINE 021,2025-09-15 10:46:13,dlopez,dlopez
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2007-02-01,tcooper@firedepartment.org,FD8980,Terri,Terri Cooper,ADMIN,Cooper,FP-08fc1bdb-5463-44a6-b425-95eeba6f7066,(206) 920-7344,(206) 863-8231,PARAMEDIC,B,STATION_36,MEDIC 036,2025-09-15 10:46:13,tcooper,tcooper
True,"[""EMT"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2019-10-20,ahughes@firedepartment.org,FD9399,Alex,Alex Hughes,TRAINING,Hughes,FP-f5e48e5e-c285-4d81-a130-51032d4a2d52,(206) 268-7299,(206) 993-1918,LIEUTENANT,A,STATION_16,AID 016,2025-09-15 10:46:13,ahughes,ahughes
True,"[""FIRE_INSTRUCTOR"", ""FIRE_INVESTIGATOR""]",2025-09-15 10:46:13,2016-02-15,ahernandez@firedepartment.org,FD2214,Andrew,Andrew Hernandez,ADMIN,Hernandez,FP-b9f66d5a-e92c-43cd-adc9-99bee54df68a,(206) 372-1036,(206) 320-6613,PARAMEDIC,C,STATION_27,ENGINE 027,2025-09-15 10:46:13,ahernandez,ahernandez
True,"[""FIRE_INVESTIGATOR"", ""HAZMAT""]",2025-09-15 10:46:13,2022-05-20,ljackson@firedepartment.org,FD7142,Logan,Logan Jackson,TRAINING,Jackson,FP-fecc2116-1887-4984-8031-1e7335f9cb1f,(206) 658-7070,(206) 546-7231,CAPTAIN,C,STATION_08,LADDER 008,2025-09-15 10:46:13,ljackson,ljackson
True,"[""EMT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2010-03-07,sdouglas@firedepartment.org,FD4806,Shannon,Shannon Douglas,TRAINING,Douglas,FP-0ed1973b-5451-4df3-9f91-fbfc6c6ac90e,(206) 963-5852,(425) 253-9460,PARAMEDIC,A,STATION_31,ENGINE 031,2025-09-15 10:46:13,sdouglas,sdouglas
True,"[""HAZMAT"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2012-02-15,jvazquez@firedepartment.org,FD5459,Jeffrey,Jeffrey Vazquez,ADMIN,Vazquez,FP-2b0454f4-b9cf-41fe-a2e7-a10539d836df,(206) 525-9808,(206) 581-5648,PARAMEDIC,A,STATION_17,AID 017,2025-09-15 10:46:13,jvazquez,jvazquez
True,"[""HAZMAT"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2010-10-21,jperry@firedepartment.org,FD4401,John,John Perry,TRAINING,Perry,FP-82bd0909-3c23-4df1-b56f-b040742ece7c,(206) 493-1636,(425) 325-4020,CAPTAIN,B,STATION_26,LADDER 026,2025-09-15 10:46:13,jperry,jperry
True,"[""EMT"", ""HAZMAT""]",2025-09-15 10:46:13,2019-07-21,abaxter@firedepartment.org,FD3723,Alejandro,Alejandro Baxter,OPERATIONS,Baxter,FP-44dd1c60-936e-4a88-8183-1949e3c2a1cd,(425) 767-4312,(425) 743-4894,PARAMEDIC,C,STATION_17,MEDIC 017,2025-09-15 10:46:13,abaxter,abaxter
True,"[""FIRE_INVESTIGATOR"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2012-03-17,nthomas@firedepartment.org,FD6402,Nicholas,Nicholas Thomas,ADMIN,Thomas,FP-553d665b-d3c0-4841-b3e3-6262c289d932,(425) 690-1860,(206) 267-8111,BATTALION_CHIEF,B,STATION_26,LADDER 026,2025-09-15 10:46:13,nthomas,nthomas
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2010-07-16,rsims@firedepartment.org,FD6040,Rhonda,Rhonda Sims,TRAINING,Sims,FP-18d46187-8dea-460a-93d2-a27482d2aa22,(564) 485-9139,(206) 927-4023,FIREFIGHTER,A,STATION_22,MEDIC 022,2025-09-15 10:46:13,rsims,rsims
True,"[""HAZMAT""]",2025-09-15 10:46:13,2019-04-09,zwhite@firedepartment.org,FD7157,Zachary,Zachary White,OPERATIONS,White,FP-3c5c702b-a5c3-40f3-893f-9407957d611f,(206) 341-2185,(206) 743-5493,FIREFIGHTER,B,STATION_23,ENGINE 023,2025-09-15 10:46:13,zwhite,zwhite
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2016-02-20,mwright@firedepartment.org,FD7178,Marcia,Marcia Wright,TRAINING,Wright,FP-90f52f58-b4b3-4c2e-bb9f-cd3b505dab17,(206) 604-7452,(206) 349-1452,CAPTAIN,C,STATION_21,MEDIC 021,2025-09-15 10:46:13,mwright,mwright
True,"[""EMT"", ""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2009-08-30,aschmitt@firedepartment.org,FD6764,Andrew,Andrew Schmitt,TRAINING,Schmitt,FP-cd2b2557-fc85-4886-a70a-b0791267179d,(206) 873-2549,(425) 860-4179,LIEUTENANT,B,STATION_14,AID 014,2025-09-15 10:46:13,aschmitt,aschmitt
True,"[""FIRE_INSTRUCTOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2014-12-18,landerson@firedepartment.org,FD8201,Lindsey,Lindsey Anderson,PREVENTION,Anderson,FP-732699eb-6ac9-4604-801e-3fdd420f3b97,(206) 281-2392,(425) 727-8612,LIEUTENANT,C,STATION_06,LADDER 006,2025-09-15 10:46:13,landerson,landerson
True,"[""HAZMAT"", ""TECH_REScue""]",2025-09-15 10:46:13,2019-10-18,scampbell@firedepartment.org,FD7223,Susan,Susan Campbell,TRAINING,Campbell,FP-36b66ba3-5243-48be-b135-b7011a2db1d3,(206) 596-6688,(360) 894-5414,CAPTAIN,C,STATION_18,MEDIC 018,2025-09-15 10:46:13,scampbell,scampbell
True,"[""EMT"", ""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2020-10-30,rstokes@firedepartment.org,FD9341,Richard,Richard Stokes,PREVENTION,Stokes,FP-4be0bef3-8852-45c0-9075-af6afbc59f1b,(206) 920-4505,(206) 682-9382,PARAMEDIC,A,STATION_17,ENGINE 017,2025-09-15 10:46:13,rstokes,rstokes
True,"[""FIRE_INSTRUCTOR"", ""PARAMEDIC""]",2025-09-15 10:46:13,2006-12-21,vanderson@firedepartment.org,FD4802,Vanessa,Vanessa Anderson,PREVENTION,Anderson,FP-4153076d-2d76-4188-ba99-2512c136bcd1,(206) 765-7999,(425) 741-5068,LIEUTENANT,C,STATION_23,LADDER 023,2025-09-15 10:46:13,vanderson,vanderson
True,"[""FIRE_INSTRUCTOR""]",2025-09-15 10:46:13,2003-07-06,ayoder@firedepartment.org,FD7429,Austin,Austin Yoder,PREVENTION,Yoder,FP-c2b40d56-112e-4a4f-9a16-4ac1ebcf0274,(206) 663-7680,(206) 455-8967,PARAMEDIC,C,STATION_28,ENGINE 028,2025-09-15 10:46:13,ayoder,ayoder
True,"[""HAZMAT""]",2025-09-15 10:46:13,2011-01-22,bbartlett@firedepartment.org,FD2982,Brooke,Brooke Bartlett,TRAINING,Bartlett,FP-a1b3a7bf-403f-446b-a641-10d86fd5709e,(425) 652-9309,(360) 881-1560,CAPTAIN,C,STATION_27,MEDIC 027,2025-09-15 10:46:13,bbartlett,bbartlett
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2015-11-05,lthompson@firedepartment.org,FD6008,Luis,Luis Thompson,ADMIN,Thompson,FP-bf2e11c0-7802-4678-b2b9-222056479676,(206) 463-7861,(564) 276-7020,FIREFIGHTER,A,STATION_15,MEDIC 015,2025-09-15 10:46:13,lthompson,lthompson
True,"[""HAZMAT""]",2025-09-15 10:46:13,2011-01-19,sluna@firedepartment.org,FD3079,Samantha,Samantha Luna,TRAINING,Luna,FP-8a0886af-45a2-4edf-a729-76c0a9b7e99b,(564) 434-1467,(206) 550-9032,FIREFIGHTER,B,STATION_26,ENGINE 026,2025-09-15 10:46:13,sluna,sluna
True,"[""EMT"", ""TECH_REScue""]",2025-09-15 10:46:13,2020-05-30,mjoseph@firedepartment.org,FD4457,Matthew,Matthew Joseph,OPERATIONS,Joseph,FP-34da5f8d-c693-4308-9449-9a51355ec553,(425) 372-8294,(425) 745-2542,BATTALION_CHIEF,B,STATION_36,AID 036,2025-09-15 10:46:13,mjoseph,mjoseph
True,"[""FIRE_INVESTIGATOR"", ""TECH_REScue""]",2025-09-15 10:46:13,2010-11-23,rle@firedepartment.org,FD5208,Ruben,Ruben Le,PREVENTION,Le,FP-2fec951f-5cb8-494e-bacc-e629aee63921,(206) 622-5692,(206) 865-9348,FIREFIGHTER,A,STATION_13,MEDIC 013,2025-09-15 10:46:13,rle,rle
True,"[""TECH_REScue""]",2025-09-15 10:46:13,2023-05-21,ksparks@firedepartment.org,FD5027,Kelli,Kelli Sparks,TRAINING,Sparks,FP-9248c126-5270-47dc-ac80-b3893bc1c2cd,(425) 405-5211,(206) 324-5876,CAPTAIN,B,STATION_23,LADDER 023,2025-09-15 10:46:13,ksparks,ksparks
True,"[""HAZMAT""]",2025-09-15 10:46:13,2015-07-19,lvaldez@firedepartment.org,FD4796,Luis,Luis Valdez,ADMIN,Valdez,FP-f2158db8-b01a-4c36-a903-1be4fba78fd7,(360) 590-3788,(206) 738-4838,FIREFIGHTER,C,STATION_11,AID 011,2025-09-15 10:46:13,lvaldez,lvaldez
True,"[""FIRE_INVESTIGATOR"", ""PARAMEDIC"", ""TECH_REScue""]",2025-09-15 10:46:13,2008-05-30,sbarnes@firedepartment.org,FD8793,Samantha,Samantha Barnes,ADMIN,Barnes,FP-265ef602-1697-4227-905c-05e7b425b092,(206) 497-8031,(425) 422-4817,PARAMEDIC,A,STATION_20,MEDIC 020,2025-09-15 10:46:13,sbarnes,sbarnes
True,"[""PARAMEDIC""]",2025-09-15 10:46:13,2005-01-05,sspencer@firedepartment.org,FD4117,Sally,Sally Spencer,TRAINING,Spencer,FP-f3a597ec-ee54-4fee-9455-f2eff542d3d4,(206) 646-9632,(360) 209-7166,FIREFIGHTER,A,STATION_04,AID 004,2025-09-15 10:46:13,sspencer,sspencer
True,"[""EMT"", ""HAZMAT"", ""PARAMEDIC""]",2025-09-15 10:46:13,2001-05-25,nwalter@firedepartment.org,FD1697,Nancy,Nancy Walter,ADMIN,Walter,FP-d11cf91a-e211-4ed1-b82b-35b3e02b9f4f,(360) 866-8260,(206) 552-5662,LIEUTENANT,B,STATION_28,ENGINE 028,2025-09-15 10:46:13,nwalter,nwalter
