employee_ids,employee_names,end_datetime,length_minutes,location,qualifiers,scheduled_by,shift_id,start_datetime,station,unit_code,unit_name,work_type
"[""FD7870"", ""FD9199"", ""FD8617"", ""FD3648"", ""FD4106"", ""FD1710""]","[""Lisa Mason"", ""Shane Reed"", ""Amy Cunningham"", ""Nicole Vincent"", ""Alexander Young"", ""Stephanie Wagner""]",2025-09-21 17:36:43,480,"319 SW Thistle St, Seattle, WA 98106","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Heather Shaw"", ""Jonathon Smith""]",1fd7be9d-c3e3-4e18-8876-fbbfc4627fb1,2025-09-21 09:36:43,STATION_37,E010,ENGINE 010,REGULAR
"[""FD1878"", ""FD2872"", ""FD4845""]","[""Ashley Hansen"", ""Jeremy Hill"", ""Bill Diaz""]",2025-09-16 05:30:57,480,"452 Keystone Pl N, Seattle, WA 98103","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Eric Mills"", ""Sheila Frazier""]",54adc085-3627-4943-aa14-0a4ce37d9891,2025-09-15 21:30:57,STATION_33,E035,ENGINE 035,REGULAR
"[""FD4511"", ""FD7161"", ""FD7726"", ""FD2094""]","[""Ruben Norton"", ""Victoria Vargas"", ""Samuel Hawkins"", ""Scott Hunter""]",2025-09-09 16:27:49,480,"501 S Bailey St, Seattle, WA 98108","[""COMPANY_OFFICER""]","[""Valerie Jackson"", ""Deborah Sanchez""]",defa09f8-b14f-4149-9a92-9684bceeebec,2025-09-09 08:27:49,STATION_34,L018,LADDER 018,REGULAR
"[""FD9567"", ""FD6970"", ""FD8360""]","[""Dustin Daniels"", ""Austin Jackson"", ""Elizabeth Elliott""]",2025-09-10 05:56:48,1440,"930 S Walker St, Seattle, WA 98104","[""FIREFIGHTER""]","[""Paige Montes"", ""John Cook""]",f63eeb99-7b41-45ac-84cc-27adb101514c,2025-09-09 05:56:48,STATION_35,A012,AID 012,OVERTIME
"[""FD8689"", ""FD3851"", ""FD4102"", ""FD7710""]","[""Wayne Holmes"", ""Tiffany Lee"", ""Christopher Cortez"", ""Kaitlyn Farley""]",2025-09-06 00:44:39,480,"1696 Evanston Ave N, Seattle, WA 98103","[""PARAMEDIC""]","[""Denise Turner"", ""Elizabeth Smith""]",4d79bc14-3c24-401f-a88a-22c74d2f4885,2025-09-05 16:44:39,STATION_20,B037,BATTALION 037,OVERTIME
"[""FD7862"", ""FD9294"", ""FD2505"", ""FD1855"", ""FD9184"", ""FD2835""]","[""Breanna Simmons"", ""Brian Figueroa"", ""Susan Mckinney"", ""Samuel Martinez"", ""Manuel Shaffer"", ""Joshua Kirby""]",2025-09-18 11:12:35,600,"1370 Madison St, Seattle, WA 98101","[""PARAMEDIC""]","[""Monica Lambert"", ""Julie Frederick""]",a58d6b9b-2c17-4326-ac30-8a22bb31f1d8,2025-09-18 01:12:35,STATION_31,E012,ENGINE 012,REGULAR
"[""FD2016"", ""FD5024""]","[""David Atkins"", ""Madison Park""]",2025-09-10 19:10:04,1440,"105 E Harrison St, Seattle, WA 98102","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Katie Price""]",39ae3fd2-88b6-4e7b-9b4c-fdd10172446d,2025-09-09 19:10:04,STATION_13,A016,AID 016,REGULAR
"[""FD1431"", ""FD4985""]","[""Angela Rivera"", ""Jean Roberts""]",2025-08-31 11:33:45,1440,"568 E Newton St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Jerome Wallace"", ""Steven Beard""]",3fa434ce-9830-47a6-a4a3-ea7f5e0318ad,2025-08-30 11:33:45,STATION_2,A033,AID 033,REGULAR
"[""FD3712"", ""FD4932"", ""FD7574"", ""FD2496""]","[""Ray Pope"", ""Kathleen Martin"", ""Leslie Hall"", ""Eric Edwards""]",2025-09-04 21:20:33,1440,"923 S Weller St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Cynthia Mcclain"", ""Leslie Hines""]",af8fa5bb-cb38-4907-8d69-353ab54e5df4,2025-09-03 21:20:33,STATION_24,M003,MEDIC 003,OVERTIME
"[""FD4513"", ""FD7862"", ""FD2872"", ""FD9818"", ""FD1153""]","[""Bianca Calhoun"", ""Breanna Simmons"", ""Jeremy Hill"", ""Beth Burch"", ""Anthony Higgins""]",2025-09-01 09:40:33,720,"1488 S Idaho St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Jeremiah Daniels"", ""Donna Patterson""]",9a3ce531-9ccb-40f2-88cd-412bc07d24e6,2025-08-31 21:40:33,STATION_23,E006,ENGINE 006,REGULAR
"[""FD4580"", ""FD9961"", ""FD9585"", ""FD7087""]","[""Michael Gill"", ""Renee Martinez"", ""Carol Harding"", ""Gary Jordan""]",2025-09-15 12:20:17,1440,"540 2nd Ave S, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Julie Lucas""]",52fc283e-48af-42d1-985c-5c35219d0062,2025-09-14 12:20:17,STATION_10,B016,BATTALION 016,REGULAR
"[""FD7891"", ""FD3812"", ""FD2277"", ""FD7851""]","[""Joseph Young"", ""Elizabeth Davis"", ""Amanda Melendez"", ""John Lewis""]",2025-09-16 04:22:12,480,"530 N 50th St, Seattle, WA 98103","[""COMPANY_OFFICER""]","[""Pamela Carter"", ""David Turner""]",f72dafeb-2c92-4170-ba99-01b30d97cf2d,2025-09-15 20:22:12,STATION_1,E015,ENGINE 015,REGULAR
"[""FD7907"", ""FD8339"", ""FD9368""]","[""Dustin Wright"", ""Rachel Mullins"", ""Evan Holmes""]",2025-09-09 16:18:01,600,"1303 SW Alaska St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Kristie Yates""]",4c1a89ac-079d-4d05-a8ff-b62351debd30,2025-09-09 06:18:01,STATION_33,A021,AID 021,OVERTIME
"[""FD2585"", ""FD6345""]","[""Sarah Mcmahon"", ""Thomas Finley""]",2025-09-02 02:23:14,720,"1955 SW Avalon Way, Seattle, WA 98106","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Andrew Clark"", ""John Garcia""]",33e9a57e-72f0-476c-af91-d220fdc53b65,2025-09-01 14:23:14,STATION_17,M010,MEDIC 010,REGULAR
"[""FD7124"", ""FD9487"", ""FD5683"", ""FD8261""]","[""Jesse Whitaker"", ""Lori Rodriguez"", ""Richard Parrish"", ""Charles Wilson""]",2025-09-06 14:33:31,720,"712 5th Ave, Seattle, WA 98101","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Jillian Maynard""]",b32c997c-cd64-4529-853f-9982c9f291fa,2025-09-06 02:33:31,STATION_14,L008,LADDER 008,REGULAR
"[""FD7053"", ""FD5510"", ""FD3134"", ""FD1954""]","[""Elizabeth Casey"", ""Christine Rosario"", ""Stephanie Yates"", ""Thomas Flores""]",2025-09-05 18:07:36,600,"584 S Garden St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Robert Lopez""]",d1680a98-a51e-4813-84ef-5ba842908205,2025-09-05 08:07:36,STATION_5,M014,MEDIC 014,REGULAR
"[""FD4049"", ""FD6334""]","[""Brian Chavez"", ""Jennifer Campbell""]",2025-08-29 16:47:47,1440,"722 Ashworth Ave N, Seattle, WA 98103","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Elijah Pena""]",33978088-790f-4830-858b-2ed1069572d9,2025-08-28 16:47:47,STATION_19,B009,BATTALION 009,REGULAR
"[""FD7792"", ""FD1577"", ""FD8360"", ""FD7756""]","[""Michelle Harper"", ""Sarah Turner"", ""Elizabeth Elliott"", ""Joseph Henderson""]",2025-09-13 04:19:12,480,"1240 W Boston St, Seattle, WA 98109","[""FIREFIGHTER""]","[""Patrick Ali""]",bf47bc76-7a12-41d4-b171-890b2d7d07fb,2025-09-12 20:19:12,STATION_2,E027,ENGINE 027,REGULAR
"[""FD9922"", ""FD5412"", ""FD1201"", ""FD3126""]","[""Mary Green"", ""Nicholas Taylor"", ""Lacey Rose"", ""Matthew Scott""]",2025-09-05 02:49:34,1440,"1054 E John St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Robert Castaneda"", ""Sarah Gibson""]",30120fc2-edcf-45d5-a75f-11af4b530234,2025-09-04 02:49:34,STATION_29,A030,AID 030,OVERTIME
"[""FD6013"", ""FD6539"", ""FD3744"", ""FD3691""]","[""Sharon Rogers"", ""Courtney Adams"", ""Donald Stafford"", ""Amy Gibson""]",2025-08-29 10:42:41,480,"1683 W Blaine St, Seattle, WA 98109","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Katrina Ryan"", ""Melinda Price""]",26e425ef-d2b6-43a1-aa6c-4d7214aa0cb0,2025-08-29 02:42:41,STATION_26,L015,LADDER 015,REGULAR
"[""FD4286"", ""FD3995"", ""FD5843"", ""FD8481""]","[""William Hays"", ""Michael Gordon"", ""Jeremy Torres"", ""Ryan Cook""]",2025-09-02 09:42:49,600,"1737 Wallingford Ave N, Seattle, WA 98103","[""COMPANY_OFFICER""]","[""Colleen Wells"", ""Johnathan Perez""]",374e555d-e48c-4e92-a52a-872936f49c32,2025-09-01 23:42:49,STATION_19,E028,ENGINE 028,REGULAR
"[""FD8645"", ""FD6846"", ""FD9528"", ""FD7309"", ""FD9844""]","[""Colleen Krueger"", ""Dennis Robinson"", ""Charles Lee"", ""James Johnson"", ""Omar Perez""]",2025-09-11 07:29:43,1440,"123 E John St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Michelle Dalton""]",c3c959bc-4b16-43c4-a794-5899b3f008e6,2025-09-10 07:29:43,STATION_34,E036,ENGINE 036,REGULAR
"[""FD6805"", ""FD8166"", ""FD1648"", ""FD5132"", ""FD5429"", ""FD2736""]","[""Cynthia Roth"", ""Kenneth Jordan"", ""Whitney Doyle"", ""Joy Dunn"", ""Colin Swanson"", ""Anna Gentry""]",2025-09-23 06:46:35,480,"377 E Mercer St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Brenda Burgess"", ""Carol Sullivan""]",559f6d70-8149-4627-915d-e4c27a560ac0,2025-09-22 22:46:35,STATION_11,L022,LADDER 022,OVERTIME
"[""FD1558"", ""FD5952""]","[""Anthony Gregory"", ""William Smith""]",2025-09-22 06:36:31,1440,"541 Columbia St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Faith Sweeney"", ""Nathan Young""]",694e3ded-c156-4f34-9b9e-dd575687e363,2025-09-21 06:36:31,STATION_30,B017,BATTALION 017,REGULAR
"[""FD3391"", ""FD9465"", ""FD7792""]","[""Troy Ruiz"", ""Desiree Woodard"", ""Michelle Harper""]",2025-09-23 15:09:48,600,"399 E Mercer St, Seattle, WA 98102","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Victoria Madden"", ""Kelly Kennedy""]",8cb54880-a525-4d09-8279-7b3a5b258880,2025-09-23 05:09:48,STATION_27,E016,ENGINE 016,OVERTIME
"[""FD2089"", ""FD8756"", ""FD5134"", ""FD5910"", ""FD8645""]","[""Jimmy Mcknight"", ""Anne Mann"", ""Philip Patel"", ""Marie Bowman"", ""Colleen Krueger""]",2025-09-10 06:08:53,600,"639 NW 75th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Daniel Salinas"", ""Travis Jefferson""]",627f13ec-02be-4eba-99d5-b79eaa530a48,2025-09-09 20:08:53,STATION_29,E014,ENGINE 014,REGULAR
"[""FD9351"", ""FD4804""]","[""Michelle Gonzales"", ""Dawn Sullivan""]",2025-09-04 20:40:27,720,"736 SW Yancy St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Ashley Torres""]",df04c8de-0781-44f4-95ad-b8b6c9494802,2025-09-04 08:40:27,STATION_13,M022,MEDIC 022,REGULAR
"[""FD3030"", ""FD7837"", ""FD8764"", ""FD1470""]","[""Justin Abbott"", ""Jason Cunningham"", ""Donna Schneider"", ""Dana Walker""]",2025-09-11 14:10:06,1440,"288 S Sullivan St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""John Reynolds"", ""Colleen Sanders""]",e2c13f4c-a91f-4865-8e19-9fb59148033e,2025-09-10 14:10:06,STATION_6,B035,BATTALION 035,REGULAR
"[""FD4105"", ""FD8898""]","[""David King"", ""Linda Carpenter""]",2025-09-15 22:47:31,720,"335 SW Manning St, Seattle, WA 98106","[""FIREFIGHTER""]","[""Jennifer Lucero""]",090264b2-1625-46bb-9eb2-c01f28dc302f,2025-09-15 10:47:31,STATION_33,B029,BATTALION 029,OVERTIME
"[""FD1939"", ""FD7726"", ""FD1782"", ""FD6127"", ""FD7687"", ""FD8104""]","[""James Burns"", ""Samuel Hawkins"", ""Adam Wolfe"", ""Robert Schroeder"", ""Heidi Riggs"", ""Sierra Robinson""]",2025-09-01 06:43:41,1440,"1511 NE Campus Pkwy, Seattle, WA 98105","[""COMPANY_OFFICER""]","[""Jose Maxwell""]",08b73de7-1cb0-4a57-9a3a-d1bf1d7ebf05,2025-08-31 06:43:41,STATION_27,E022,ENGINE 022,OVERTIME
"[""FD9586"", ""FD1595"", ""FD2477"", ""FD3772""]","[""Wendy Hammond"", ""Matthew Mcdowell"", ""Gregory Ward"", ""Sarah Cabrera""]",2025-09-07 03:41:13,480,"823 Cherry St, Seattle, WA 98101","[""FIREFIGHTER""]","[""Katelyn Russell"", ""Mark Butler""]",00cac2c8-e06e-49aa-bcf3-6ec2583a3168,2025-09-06 19:41:13,STATION_30,L013,LADDER 013,REGULAR
"[""FD3357"", ""FD2477""]","[""Rebecca Sims"", ""Gregory Ward""]",2025-09-20 07:54:32,720,"1508 NE 40th St, Seattle, WA 98105","[""PARAMEDIC""]","[""Andrew Gallagher"", ""Karen Fields""]",cc0ad52f-4746-4d19-844b-320d785eaea5,2025-09-19 19:54:32,STATION_11,A017,AID 017,REGULAR
"[""FD4513"", ""FD1940"", ""FD6248"", ""FD7884""]","[""Bianca Calhoun"", ""James Ray"", ""Melissa Villanueva"", ""Adriana Roberts""]",2025-09-21 00:43:19,1440,"410 10th Ave N, Seattle, WA 98109","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Victor Crawford"", ""Antonio Mitchell""]",d4098a1c-037c-4c89-a221-404261b98ab8,2025-09-20 00:43:19,STATION_33,A032,AID 032,OVERTIME
"[""FD6013"", ""FD5248""]","[""Sharon Rogers"", ""Victor Hamilton""]",2025-09-25 09:31:43,600,"1099 NW 59th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Daniel Miller""]",f77b25a1-8ea5-4cbe-a857-7d3dc64a1bf4,2025-09-24 23:31:43,STATION_12,B020,BATTALION 020,OVERTIME
"[""FD6706"", ""FD7457"", ""FD9786""]","[""Jasmine Cook"", ""Craig Price"", ""Amber Martin""]",2025-09-10 08:16:53,600,"2228 SW Kenyon St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Gloria Moore""]",a7385b43-f768-4f3b-b77e-fa59ecb3a393,2025-09-09 22:16:53,STATION_17,L008,LADDER 008,OVERTIME
"[""FD2024"", ""FD6533""]","[""Gilbert Walsh"", ""Kathryn Wood""]",2025-09-22 03:54:49,720,"194 8th Ave N, Seattle, WA 98109","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Christopher Davenport""]",aa170900-ae46-44b2-98d0-49e30dc0a884,2025-09-21 15:54:49,STATION_28,M026,MEDIC 026,OVERTIME
"[""FD8770"", ""FD1940"", ""FD6339"", ""FD8442""]","[""Jeffrey Le"", ""James Ray"", ""Marc Haley"", ""Lindsay Mason""]",2025-09-13 18:19:57,1440,"419 E Highland Dr, Seattle, WA 98112","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Kelly Baker"", ""Anthony Lopez""]",f771643c-b51e-4af3-a633-7c9ea089788d,2025-09-12 18:19:57,STATION_33,B031,BATTALION 031,OVERTIME
"[""FD8217"", ""FD6890""]","[""Bonnie Myers"", ""Donna Wade""]",2025-09-04 05:37:47,720,"614 S Nevada St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Cynthia Pena""]",950d0e5a-c371-4bba-9b12-2ad8cd5e9f5c,2025-09-03 17:37:47,STATION_1,B029,BATTALION 029,OVERTIME
"[""FD1176"", ""FD5158"", ""FD4036"", ""FD3068""]","[""Emily Garcia"", ""Catherine Brown"", ""Amy Reed"", ""Sean Gibson""]",2025-09-14 15:13:12,720,"122 NW 63rd St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Shane Hill""]",63e246e7-cda5-459d-abe2-ace1c97e88af,2025-09-14 03:13:12,STATION_25,M027,MEDIC 027,OVERTIME
"[""FD6597"", ""FD3980"", ""FD6927"", ""FD8312""]","[""Philip Sutton"", ""Steven Edwards"", ""Adam Singleton"", ""Thomas Walker""]",2025-09-06 01:19:39,600,"148 N 50th St, Seattle, WA 98103","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Sydney Bowman"", ""Megan Holmes""]",7d968778-f1f4-40d2-aba5-fe49d4738ea0,2025-09-05 15:19:39,STATION_4,A032,AID 032,REGULAR
"[""FD7891"", ""FD6430"", ""FD6343"", ""FD9533"", ""FD3511"", ""FD2117""]","[""Joseph Young"", ""Thomas Ali"", ""Hunter Gill"", ""Cheryl Stewart"", ""Tammy Shelton"", ""Christine Walker""]",2025-09-03 04:33:12,600,"1659 NE 50th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Andrew Chase""]",9a5a8f98-a568-4e2a-9d83-efbb19ee524c,2025-09-02 18:33:12,STATION_20,L008,LADDER 008,OVERTIME
"[""FD8435"", ""FD7936""]","[""Shirley Jones"", ""Christopher Lee""]",2025-09-19 23:57:56,720,"2545 SW Hudson St, Seattle, WA 98106","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Stephanie Bennett"", ""Amanda Ward""]",d7b7b6d5-0a8e-471a-85be-362b6cb38a7e,2025-09-19 11:57:56,STATION_14,M015,MEDIC 015,REGULAR
"[""FD9977"", ""FD7228"", ""FD8839"", ""FD4449"", ""FD8961"", ""FD4169""]","[""Greg Robinson"", ""John Smith"", ""Peter Hatfield"", ""Thomas Mills"", ""James Nichols"", ""Michelle Underwood""]",2025-09-02 07:01:42,600,"485 9th Ave N, Seattle, WA 98109","[""FIREFIGHTER""]","[""Tyrone Ramos""]",429467e3-16a7-4c43-aaa9-04553f46cf0f,2025-09-01 21:01:42,STATION_19,E006,ENGINE 006,OVERTIME
"[""FD7050"", ""FD4647""]","[""Vincent Joseph"", ""Courtney Ortiz""]",2025-09-23 04:52:04,480,"693 E Blaine St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Thomas Martinez""]",9f0f046d-4bde-4ef0-ac19-2bf1287186f9,2025-09-22 20:52:04,STATION_11,B008,BATTALION 008,OVERTIME
"[""FD5324"", ""FD6229"", ""FD9885""]","[""Mary Lewis"", ""Jessica Morris"", ""Robert Graham""]",2025-09-05 18:32:00,600,"901 N 50th St, Seattle, WA 98103","[""PARAMEDIC""]","[""Andre Butler"", ""Sarah Ross""]",9ee2ad2d-89ab-412c-9935-9973a24b82ac,2025-09-05 08:32:00,STATION_27,M011,MEDIC 011,OVERTIME
"[""FD7610"", ""FD7803""]","[""Candace Thompson"", ""Bridget Boone""]",2025-08-29 04:57:13,720,"243 E Prospect St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Jennifer Hall"", ""Jason Lopez""]",2bc496d9-5a74-487a-838f-5a1e4732c59a,2025-08-28 16:57:13,STATION_2,B029,BATTALION 029,OVERTIME
"[""FD2866"", ""FD7304"", ""FD2783""]","[""Caleb Moody"", ""Sergio Gordon"", ""Bonnie Herrera""]",2025-09-10 10:53:58,600,"120 NW 58th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Kimberly Steele"", ""Adam Smith""]",68d560e2-e365-457c-ac90-4bac97663ea1,2025-09-10 00:53:58,STATION_13,M001,MEDIC 001,OVERTIME
"[""FD5028"", ""FD8563"", ""FD8023""]","[""Robert Decker"", ""Kelli Rodriguez"", ""Rebecca Lowe""]",2025-09-01 14:54:43,600,"573 S Jansen St, Seattle, WA 98108","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Michael Foster""]",73104d82-afab-48a3-9689-6f184be40baf,2025-09-01 04:54:43,STATION_2,L031,LADDER 031,REGULAR
"[""FD1503"", ""FD2909"", ""FD7008""]","[""Bobby Holmes"", ""Catherine Hill"", ""Steven Daniel""]",2025-09-09 14:09:55,480,"522 S Morgan St, Seattle, WA 98108","[""FIREFIGHTER""]","[""Diana Castro"", ""William Hardy""]",631db37d-40a6-48ce-a3f8-5876b4bd8b20,2025-09-09 06:09:55,STATION_24,A025,AID 025,OVERTIME
"[""FD1924"", ""FD7271"", ""FD1847"", ""FD9713"", ""FD6619""]","[""Michelle Scott"", ""Anthony Clements"", ""Ryan Wilkerson"", ""John Welch"", ""James Morgan""]",2025-09-04 23:55:08,600,"1167 Fauntleroy Way SW, Seattle, WA 98106","[""COMPANY_OFFICER""]","[""Emily Price""]",e13665e8-a5fa-4bdd-ad64-c0dd55a39bfc,2025-09-04 13:55:08,STATION_29,E021,ENGINE 021,OVERTIME
"[""FD4109"", ""FD7543"", ""FD3539"", ""FD3295""]","[""Christopher Walls"", ""Erin Camacho"", ""Debbie Vargas"", ""Michelle Williams""]",2025-09-07 01:24:41,1440,"710 S Nevada St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Thomas Callahan""]",6faf8727-8b5f-4b1f-ba38-6bfc910df5be,2025-09-06 01:24:41,STATION_28,B025,BATTALION 025,OVERTIME
"[""FD7793"", ""FD4061"", ""FD8692"", ""FD4268"", ""FD1305"", ""FD5219""]","[""Thomas Flores"", ""Erika Dominguez"", ""Robert Butler"", ""Kenneth Stephens"", ""Dakota Smith"", ""Donna Brewer""]",2025-09-15 13:01:28,720,"260 S Weller St, Seattle, WA 98104","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Ryan Mcgrath""]",30b73f4c-155a-4957-8aea-6dd1a83fc391,2025-09-15 01:01:28,STATION_5,L019,LADDER 019,OVERTIME
"[""FD8683"", ""FD4323"", ""FD2270"", ""FD1511"", ""FD1013""]","[""Teresa Ray"", ""James Russell"", ""Courtney Pena"", ""Kaitlin Baker"", ""William Roy""]",2025-09-05 00:55:56,480,"220 E Highland Dr, Seattle, WA 98102","[""FIREFIGHTER""]","[""Brenda Stevens"", ""Christopher Rivera""]",5d3eab7b-52ee-4553-b0a9-942422867b3d,2025-09-04 16:55:56,STATION_34,L037,LADDER 037,OVERTIME
"[""FD5728"", ""FD5718"", ""FD5289"", ""FD5158""]","[""Lisa Olsen"", ""Ellen Wolf"", ""Felicia Gutierrez"", ""Catherine Brown""]",2025-09-17 07:23:34,480,"721 SW Othello St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Vicki Cooper""]",ceae2cb0-9fef-4663-b8bb-caa96558d891,2025-09-16 23:23:34,STATION_28,E006,ENGINE 006,REGULAR
"[""FD8767"", ""FD3295"", ""FD5889"", ""FD9152""]","[""Julie Smith"", ""Michelle Williams"", ""Phillip Cobb"", ""Diana King""]",2025-09-09 18:52:32,600,"1423 2nd Ave S, Seattle, WA 98104","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Fernando Johnson"", ""Judith Peterson""]",ad116fe7-2d06-431c-9e93-d09f2fe8bae8,2025-09-09 08:52:32,STATION_13,L013,LADDER 013,OVERTIME
"[""FD6805"", ""FD5325"", ""FD3924"", ""FD6759""]","[""Cynthia Roth"", ""Gabrielle Logan"", ""Daniel Sanchez"", ""James Gillespie""]",2025-09-04 12:47:47,720,"1401 NW Market St, Seattle, WA 98107","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Kristen Perez""]",0edc8ece-48c8-4ed1-b89b-54350cc07d71,2025-09-04 00:47:47,STATION_32,A026,AID 026,OVERTIME
"[""FD6177"", ""FD5109"", ""FD6706"", ""FD5182"", ""FD4004"", ""FD9318""]","[""Brian Bates"", ""William Barnett"", ""William Richardson"", ""Robert Coleman"", ""David Meyers"", ""Charles Smith""]",2025-09-06 22:55:52,720,"218 3rd Ave N, Seattle, WA 98109","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Brent Underwood""]",b66e3e31-d0b1-4305-a70e-30a02d5afb6e,2025-09-06 10:55:52,STATION_4,L035,LADDER 035,OVERTIME
"[""FD9703"", ""FD8839"", ""FD9363""]","[""Gary Lee"", ""Peter Hatfield"", ""Robert Duncan""]",2025-09-10 13:54:48,480,"1435 E Boston St, Seattle, WA 98112","[""COMPANY_OFFICER""]","[""Jennifer Rodriguez""]",eca00152-930c-48f2-9ec5-44883aa205d9,2025-09-10 05:54:48,STATION_22,M035,MEDIC 035,OVERTIME
"[""FD9229"", ""FD1076"", ""FD6798""]","[""Anthony Davis"", ""Shirley Young"", ""Nathaniel Carter""]",2025-09-07 18:59:19,480,"880 5th Ave, Seattle, WA 98101","[""FIREFIGHTER""]","[""Jessica Benjamin""]",a7fc6987-c7e4-4990-b8fc-5501d08b2b49,2025-09-07 10:59:19,STATION_11,E037,ENGINE 037,REGULAR
"[""FD7038"", ""FD5248"", ""FD1980"", ""FD3980""]","[""Rachel Gordon"", ""Karen Hayes"", ""Natalie Holmes"", ""Steven Edwards""]",2025-09-19 19:10:47,1440,"1738 N 34th St, Seattle, WA 98103","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Toni Edwards"", ""Bruce Carson""]",9befa7a2-4014-47f4-95f4-96a474b3258c,2025-09-18 19:10:47,STATION_16,M032,MEDIC 032,REGULAR
"[""FD1908"", ""FD5510"", ""FD9874""]","[""Adrian Jackson"", ""Lisa Crawford"", ""Scott Scott""]",2025-09-20 15:22:14,720,"1727 7th Ave N, Seattle, WA 98109","[""FIREFIGHTER""]","[""Alexis Waters"", ""Bryan Cuevas""]",04889692-d88e-4cdc-bfc3-50fa5c8d7e4e,2025-09-20 03:22:14,STATION_36,E015,ENGINE 015,REGULAR
"[""FD4831"", ""FD1348"", ""FD9352"", ""FD9692""]","[""Kristi Bell"", ""Jennifer Johnson"", ""Dana Fletcher"", ""Daniel Gonzales""]",2025-09-23 16:40:14,600,"953 W Galer St, Seattle, WA 98109","[""PARAMEDIC""]","[""Stephanie Brooks""]",b32bc661-1d82-4cdb-b1d2-410dbc843ad9,2025-09-23 06:40:14,STATION_31,M017,MEDIC 017,OVERTIME
"[""FD4795"", ""FD9537"", ""FD3105""]","[""Casey Henderson"", ""David Davis"", ""Sharon Johnson""]",2025-09-12 15:04:58,1440,"904 James St, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Ryan Anderson"", ""Robert Crawford""]",41c3c3e3-0242-492b-a350-57b76fa08b09,2025-09-11 15:04:58,STATION_35,L027,LADDER 027,OVERTIME
"[""FD5995"", ""FD8403""]","[""Catherine Henson"", ""Lawrence Randolph""]",2025-09-18 01:55:15,480,"937 NE 20th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Christine Bell"", ""Christopher Duncan""]",e19d8307-7adb-416b-8fee-7f5ebc16100b,2025-09-17 17:55:15,STATION_26,B005,BATTALION 005,OVERTIME
